NO,hospital_name,ykiho,doctor_info,specialties,source_file,num_doctors,num_dentists,num_korean_med,category,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,total_medical_staff,category_en,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,province,city
313,학교법인 을지학원 의정부을지대학교병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 136명 (의사 : 132, 치과의사 : 4, 한의사 : 0)","내과 (29), 신경과 (9), 정신건강의학과 (3), 외과 (21), 정형외과 (4), 신경외과 (6), 심장혈관흉부외과 (5), 마취통증의학과 (7), 산부인과 (4), 소아청소년과 (5), 안과 (2), 이비인후과 (3), 피부과 (3), 비뇨의학과 (2), 영상의학과 (7), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (2), 핵의학과 (1), 가정의학과 (5), 응급의학과 (6), 구강악안면외과 (1), 치과보철과 (1), 치과교정과 (1), 치주과 (1)",hco_info_종합병원_20250518_2200.csv,132,4,0,종합병원,7,29,0,7,2,0,1,21,6,0,5,2,4,3,1,5,5,1,1,0,0,1,0,3,0,2,1,0,0,3,0,6,0,1,0,0,0,9,0,0,4,2,136,general_hospital,7,29,0,7,2,0,1,21,6,0,5,2,4,3,1,5,5,1,1,0,0,1,0,3,0,2,1,0,0,3,0,6,0,1,0,0,0,9,0,0,4,2,7,29,0,7,2,0,1,21,6,0,5,2,4,3,1,5,5,1,1,0,0,1,0,3,0,2,1,0,0,3,0,6,0,1,0,0,0,9,0,0,4,2,경기도,의정부시
314,추병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 35명 (의사 : 34, 치과의사 : 1, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (2), 정형외과 (3), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (6), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,34,1,0,종합병원,2,7,0,1,0,0,0,2,6,0,2,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,35,general_hospital,2,7,0,1,0,0,0,2,6,0,2,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,2,7,0,1,0,0,0,2,6,0,2,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,경기도,의정부시
315,가톨릭관동대학교 국제성모병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,"총 인원 : 153명 (의사 : 146, 치과의사 : 5, 한의사 : 2)","내과 (34), 신경과 (4), 정신건강의학과 (5), 외과 (12), 정형외과 (10), 신경외과 (5), 심장혈관흉부외과 (3), 성형외과 (1), 마취통증의학과 (10), 산부인과 (3), 소아청소년과 (5), 이비인후과 (4), 피부과 (3), 비뇨의학과 (2), 영상의학과 (8), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (3), 재활의학과 (3), 핵의학과 (3), 가정의학과 (6), 응급의학과 (10), 직업환경의학과 (2), 구강악안면외과 (1), 치과보철과 (1), 치과보존과 (1), 통합치의학과 (2), 한방재활의학과 (2)",hco_info_종합병원_20250518_2200.csv,146,5,2,종합병원,8,34,0,10,3,2,1,12,10,0,6,0,10,5,0,5,3,3,1,0,1,2,0,4,1,2,0,0,0,3,0,5,0,3,0,2,0,4,0,2,3,3,153,general_hospital,8,34,0,10,3,2,1,12,10,0,6,0,10,5,0,5,3,3,1,0,1,2,0,4,1,2,0,0,0,3,0,5,0,3,0,2,0,4,0,2,3,3,8,34,0,10,3,2,1,12,10,0,6,0,10,5,0,5,3,3,1,0,1,2,0,4,1,2,0,0,0,3,0,5,0,3,0,2,0,4,0,2,3,3,인천광역시,서구
316,강원특별자치도속초의료원,JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 24명 (의사 : 22, 치과의사 : 2, 한의사 : 0)","내과 (3), 정신건강의학과 (1), 외과 (2), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (2), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (2)",hco_info_종합병원_20250518_2200.csv,22,2,0,종합병원,1,3,0,1,0,0,0,2,2,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,24,general_hospital,1,3,0,1,0,0,0,2,2,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,2,2,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,강원특별자치도,속초시
317,의료법인명지의료재단명지병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,"총 인원 : 183명 (의사 : 179, 치과의사 : 4, 한의사 : 0)","내과 (44), 신경과 (5), 정신건강의학과 (4), 외과 (11), 정형외과 (8), 신경외과 (6), 심장혈관흉부외과 (5), 성형외과 (3), 마취통증의학과 (11), 산부인과 (3), 소아청소년과 (5), 이비인후과 (4), 피부과 (3), 비뇨의학과 (4), 영상의학과 (10), 방사선종양학과 (1), 병리과 (5), 진단검사의학과 (1), 재활의학과 (3), 핵의학과 (1), 가정의학과 (2), 응급의학과 (11), 직업환경의학과 (3), 구강악안면외과 (1), 구강내과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,179,4,0,종합병원,10,44,0,11,3,3,1,11,11,0,2,0,8,4,0,5,5,1,0,0,3,1,0,4,0,4,0,1,0,3,0,6,0,1,0,1,0,5,0,0,3,5,183,general_hospital,10,44,0,11,3,3,1,11,11,0,2,0,8,4,0,5,5,1,0,0,3,1,0,4,0,4,0,1,0,3,0,6,0,1,0,1,0,5,0,0,3,5,10,44,0,11,3,3,1,11,11,0,2,0,8,4,0,5,5,1,0,0,3,1,0,4,0,4,0,1,0,3,0,6,0,1,0,1,0,5,0,0,3,5,경기도,고양시
318,의료법인 일심의료재단 포천우리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,"총 인원 : 53명 (의사 : 50, 치과의사 : 3, 한의사 : 0)","내과 (10), 신경과 (2), 외과 (3), 정형외과 (4), 신경외과 (2), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (5), 이비인후과 (1), 피부과 (2), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (8), 구강악안면외과 (1), 소아치과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,50,3,0,종합병원,3,10,0,1,0,0,1,3,8,0,2,0,4,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,1,0,2,0,0,2,0,53,general_hospital,3,10,0,1,0,0,1,3,8,0,2,0,4,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,1,0,2,0,0,2,0,3,10,0,1,0,0,1,3,8,0,2,0,4,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,1,0,2,0,0,2,0,경기도,포천시
319,국민건강보험공단일산병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,"총 인원 : 233명 (의사 : 203, 치과의사 : 30, 한의사 : 0)","내과 (47), 신경과 (9), 정신건강의학과 (5), 외과 (21), 정형외과 (13), 신경외과 (5), 심장혈관흉부외과 (5), 성형외과 (2), 마취통증의학과 (14), 산부인과 (6), 소아청소년과 (8), 안과 (5), 이비인후과 (4), 피부과 (3), 비뇨의학과 (4), 영상의학과 (11), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (5), 재활의학과 (6), 핵의학과 (1), 가정의학과 (10), 응급의학과 (11), 구강악안면외과 (2), 치과보철과 (2), 치과교정과 (1), 치주과 (2), 치과보존과 (2)",hco_info_종합병원_20250518_2200.csv,203,30,0,종합병원,11,47,0,14,6,0,2,21,11,0,10,5,13,5,2,8,5,5,2,0,2,1,0,4,2,4,1,0,0,3,0,5,0,1,0,0,0,9,0,0,6,3,233,general_hospital,11,47,0,14,6,0,2,21,11,0,10,5,13,5,2,8,5,5,2,0,2,1,0,4,2,4,1,0,0,3,0,5,0,1,0,0,0,9,0,0,6,3,11,47,0,14,6,0,2,21,11,0,10,5,13,5,2,8,5,5,2,0,2,1,0,4,2,4,1,0,0,3,0,5,0,1,0,0,0,9,0,0,6,3,경기도,고양시
320,의료법인성광의료재단일산차병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,"총 인원 : 100명 (의사 : 97, 치과의사 : 0, 한의사 : 3)","내과 (13), 정신건강의학과 (3), 외과 (12), 마취통증의학과 (11), 산부인과 (23), 소아청소년과 (11), 비뇨의학과 (3), 영상의학과 (8), 방사선종양학과 (1), 병리과 (4), 진단검사의학과 (1), 재활의학과 (1), 핵의학과 (1), 가정의학과 (3), 한방내과 (3)",hco_info_종합병원_20250518_2200.csv,97,0,3,종합병원,8,13,0,11,1,0,0,12,0,0,3,0,0,3,0,11,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,23,4,100,general_hospital,8,13,0,11,1,0,0,12,0,0,3,0,0,3,0,11,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,23,4,8,13,0,11,1,0,0,12,0,0,3,0,0,3,0,11,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,23,4,경기도,고양시
321,동국대학교일산불교병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 150명 (의사 : 148, 치과의사 : 2, 한의사 : 0)","내과 (31), 신경과 (7), 정신건강의학과 (3), 외과 (10), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (8), 산부인과 (7), 소아청소년과 (4), 안과 (4), 이비인후과 (6), 피부과 (4), 비뇨의학과 (4), 영상의학과 (9), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (2), 재활의학과 (4), 핵의학과 (1), 가정의학과 (4), 응급의학과 (9), 통합치의학과 (2), 한방내과 (1)",hco_info_종합병원_20250518_2200.csv,148,2,0,종합병원,9,31,0,8,4,0,0,10,9,0,4,4,7,3,0,4,2,2,0,0,3,1,0,6,0,4,0,0,0,4,0,5,0,1,1,2,0,7,0,0,7,2,150,general_hospital,9,31,0,8,4,0,0,10,9,0,4,4,7,3,0,4,2,2,0,0,3,1,0,6,0,4,0,0,0,4,0,5,0,1,1,2,0,7,0,0,7,2,9,31,0,8,4,0,0,10,9,0,4,4,7,3,0,4,2,2,0,0,3,1,0,6,0,4,0,0,0,4,0,5,0,1,1,2,0,7,0,0,7,2,경기도,고양시
322,국립암센터,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 204명 (의사 : 195, 치과의사 : 9, 한의사 : 0)","내과 (49), 신경과 (3), 정신건강의학과 (2), 외과 (32), 정형외과 (3), 신경외과 (4), 심장혈관흉부외과 (5), 마취통증의학과 (10), 산부인과 (10), 소아청소년과 (3), 안과 (1), 이비인후과 (4), 피부과 (1), 비뇨의학과 (5), 영상의학과 (15), 방사선종양학과 (7), 병리과 (9), 진단검사의학과 (4), 재활의학과 (2), 핵의학과 (3), 가정의학과 (7), 응급의학과 (1), 예방의학과 (1), 구강악안면외과 (4)",hco_info_종합병원_20250518_2200.csv,195,9,0,종합병원,15,49,0,10,2,0,4,32,1,0,7,1,3,2,0,3,5,4,0,0,0,7,0,4,0,5,0,0,1,1,0,4,0,3,0,0,0,3,0,0,10,9,204,general_hospital,15,49,0,10,2,0,4,32,1,0,7,1,3,2,0,3,5,4,0,0,0,7,0,4,0,5,0,0,1,1,0,4,0,3,0,0,0,3,0,0,10,9,15,49,0,10,2,0,4,32,1,0,7,1,3,2,0,3,5,4,0,0,0,7,0,4,0,5,0,0,1,1,0,4,0,3,0,0,0,3,0,0,10,9,경기도,고양시
323,검단탑병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,"총 인원 : 56명 (의사 : 52, 치과의사 : 4, 한의사 : 0)","내과 (12), 신경과 (3), 외과 (4), 정형외과 (4), 신경외과 (3), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (9), 직업환경의학과 (1), 치과보철과 (1), 통합치의학과 (2)",hco_info_종합병원_20250518_2200.csv,52,4,0,종합병원,3,12,0,3,0,1,0,4,9,0,2,0,4,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,3,0,0,1,0,56,general_hospital,3,12,0,3,0,1,0,4,9,0,2,0,4,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,3,0,0,1,0,3,12,0,3,0,1,0,4,9,0,2,0,4,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,3,0,0,1,0,인천광역시,서구
324,의료법인우리의료재단김포우리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,"총 인원 : 111명 (의사 : 107, 치과의사 : 4, 한의사 : 0)","내과 (25), 신경과 (3), 정신건강의학과 (1), 외과 (7), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (6), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (2), 비뇨의학과 (3), 영상의학과 (7), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (2), 가정의학과 (4), 응급의학과 (11), 직업환경의학과 (3), 예방의학과 (1), 구강악안면외과 (1), 치주과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,107,4,0,종합병원,7,25,0,6,1,3,1,7,11,0,4,1,4,1,1,1,1,2,0,0,0,0,0,2,0,3,0,0,1,0,0,4,0,2,0,1,0,3,0,0,1,2,111,general_hospital,7,25,0,6,1,3,1,7,11,0,4,1,4,1,1,1,1,2,0,0,0,0,0,2,0,3,0,0,1,0,0,4,0,2,0,1,0,3,0,0,1,2,7,25,0,6,1,3,1,7,11,0,4,1,4,1,1,1,1,2,0,0,0,0,0,2,0,3,0,0,1,0,0,4,0,2,0,1,0,3,0,0,1,2,경기도,김포시
325,온누리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (4), 외과 (2), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (3), 직업환경의학과 (1)",hco_info_종합병원_20250518_2200.csv,19,0,0,종합병원,1,4,0,1,0,1,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,general_hospital,1,4,0,1,0,1,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,1,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,경기도,안산시
325,온누리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (4), 외과 (2), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (3), 직업환경의학과 (1)",hco_info_종합병원_20250518_2200.csv,19,0,0,종합병원,1,4,0,1,0,1,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,general_hospital,1,4,0,1,0,1,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,1,0,2,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,인천광역시,서구
326,경기도의료원포천병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 26명 (의사 : 25, 치과의사 : 1, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (1), 마취통증의학과 (3), 산부인과 (2), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (6), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,25,1,0,종합병원,1,3,0,3,1,0,0,1,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,26,general_hospital,1,3,0,3,1,0,0,1,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,3,0,3,1,0,0,1,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,경기도,포천시
327,인제대학교일산백병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 176명 (의사 : 172, 치과의사 : 4, 한의사 : 0)","내과 (46), 신경과 (8), 정신건강의학과 (4), 외과 (11), 정형외과 (12), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (9), 산부인과 (6), 소아청소년과 (6), 안과 (5), 이비인후과 (6), 피부과 (3), 비뇨의학과 (6), 영상의학과 (9), 방사선종양학과 (1), 병리과 (4), 진단검사의학과 (5), 재활의학과 (1), 핵의학과 (1), 가정의학과 (5), 응급의학과 (9), 구강악안면외과 (1), 치과보철과 (2), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,172,4,0,종합병원,9,46,0,9,1,0,1,11,9,0,5,5,12,4,0,6,2,5,2,0,3,1,0,6,0,6,0,0,0,3,0,6,0,1,0,1,0,8,0,0,6,4,176,general_hospital,9,46,0,9,1,0,1,11,9,0,5,5,12,4,0,6,2,5,2,0,3,1,0,6,0,6,0,0,0,3,0,6,0,1,0,1,0,8,0,0,6,4,9,46,0,9,1,0,1,11,9,0,5,5,12,4,0,6,2,5,2,0,3,1,0,6,0,6,0,0,0,3,0,6,0,1,0,1,0,8,0,0,6,4,경기도,고양시
328,의료법인인봉의료재단뉴고려병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 72명 (의사 : 70, 치과의사 : 2, 한의사 : 0)","내과 (16), 신경과 (2), 외과 (5), 정형외과 (6), 신경외과 (5), 심장혈관흉부외과 (1), 마취통증의학과 (5), 산부인과 (2), 소아청소년과 (3), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (2), 재활의학과 (2), 가정의학과 (1), 응급의학과 (9), 직업환경의학과 (3)",hco_info_종합병원_20250518_2200.csv,70,2,0,종합병원,2,16,0,5,2,3,0,5,9,0,1,0,6,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,72,general_hospital,2,16,0,5,2,3,0,5,9,0,1,0,6,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,2,16,0,5,2,3,0,5,9,0,1,0,6,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,경기도,김포시
329,경기도의료원파주병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,"총 인원 : 32명 (의사 : 30, 치과의사 : 2, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (2), 정형외과 (3), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (5), 직업환경의학과 (2), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,30,2,0,종합병원,2,4,0,2,1,2,0,2,5,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,32,general_hospital,2,4,0,2,1,2,0,2,5,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,4,0,2,1,2,0,2,5,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,경기도,파주시
330,메디인병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 35명 (의사 : 35, 치과의사 : 0, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (3), 정형외과 (5), 신경외과 (1), 마취통증의학과 (3), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 응급의학과 (4)",hco_info_종합병원_20250518_2200.csv,35,0,0,종합병원,3,7,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35,general_hospital,3,7,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,7,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,경기도,파주시
331,비에스종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,"총 인원 : 21명 (의사 : 19, 치과의사 : 2, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 안과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (3), 구강악안면외과 (1)",hco_info_종합병원_20250518_2200.csv,19,2,0,종합병원,1,3,0,1,0,0,1,1,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,21,general_hospital,1,3,0,1,0,0,1,1,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0,0,1,1,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,인천광역시,강화군
