index,name,onclick,ykiho,doctor_info,specialties,special_fields
179,아산충무병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz"",179);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,"총 인원 : 72명 (의사 : 71, 치과의사 : 1, 한의사 : 0)","내과 (17), 신경과 (1), 정신건강의학과 (1), 외과 (2), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (5), 산부인과 (1), 소아청소년과 (4), 안과 (1), 이비인후과 (2), 피부과 (1), 비뇨의학과 (1), 영상의학과 (5), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (10), 예방의학과 (1), 통합치의학과 (1)","내과 (17), 신경과 (1), 정신건강의학과 (1), 외과 (2), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (1), 마취통증의학과 (5), 산부인과 (1), 소아청소년과 (4), 안과 (1), 이비인후과 (2), 피부과 (1), 비뇨의학과 (1), 영상의학과 (5), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (10), 구강악안면외과 (0), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 구강병리과 (0), 예방치과 (0)"
180,재단법인 아산사회복지재단 부속 보령아산병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz"",180);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,"총 인원 : 23명 (의사 : 23, 치과의사 : 0, 한의사 : 0)","내과 (1), 외과 (3), 정형외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (3), 비뇨의학과 (1), 영상의학과 (1), 방사선종양학과 (1), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 예방의학과 (1)","내과 (1), 외과 (3), 정형외과 (2), 신경외과 (0), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (3), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (0), 예방의학과 (1)"
181,강원특별자치도원주의료원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz"",181);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,"총 인원 : 42명 (의사 : 40, 치과의사 : 2, 한의사 : 0)","내과 (8), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (2), 이비인후과 (1), 피부과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (7)","내과 (8), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (2), 이비인후과 (1), 피부과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (7), 구강악안면외과 (0)"
182,안성성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz"",182);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 27명 (의사 : 27, 치과의사 : 0, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (3), 신경외과 (2), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (5), 직업환경의학과 (1)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (3), 신경외과 (2), 마취통증의학과 (1), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (0), 응급의학과 (5), 직업환경의학과 (1)"
183,의료법인 동해동인병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz"",183);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 20명 (의사 : 19, 치과의사 : 1, 한의사 : 0)","내과 (3), 정신건강의학과 (2), 외과 (2), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 통합치의학과 (1)","내과 (3), 정신건강의학과 (2), 외과 (2), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (1), 이비인후과 (0), 비뇨의학과 (0), 영상의학과 (1), 진단검사의학과 (1), 통합치의학과 (1)"
184,근로복지공단 동해병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz"",184);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 24명 (의사 : 24, 치과의사 : 0, 한의사 : 0)","내과 (3), 외과 (1), 정형외과 (3), 신경외과 (1), 마취통증의학과 (3), 산부인과 (2), 이비인후과 (1), 영상의학과 (1), 병리과 (1), 재활의학과 (1), 가정의학과 (1), 직업환경의학과 (4)","내과 (3), 외과 (1), 정형외과 (3), 신경외과 (1), 마취통증의학과 (3), 산부인과 (2), 이비인후과 (1), 영상의학과 (1), 병리과 (1), 재활의학과 (1), 응급의학과 (0), 직업환경의학과 (4)"
185,경기도의료원 안성병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz"",185);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 33명 (의사 : 32, 치과의사 : 1, 한의사 : 0)","내과 (3), 신경과 (2), 외과 (2), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (3), 응급의학과 (5)","내과 (3), 신경과 (2), 외과 (2), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (2), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (3), 응급의학과 (5), 치과교정과 (0)"
186,의료법인 예당의료재단 예산종합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz"",186);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 16명 (의사 : 16, 치과의사 : 0, 한의사 : 0)","내과 (1), 외과 (2), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (3), 소아청소년과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1)","내과 (1), 외과 (2), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (3), 소아청소년과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1)"
187,의료법인백송의료재단 굿모닝병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz"",187);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,"총 인원 : 102명 (의사 : 100, 치과의사 : 2, 한의사 : 0)","내과 (25), 신경과 (4), 정신건강의학과 (1), 외과 (7), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (3), 마취통증의학과 (5), 산부인과 (4), 소아청소년과 (2), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (10), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (1), 가정의학과 (4), 응급의학과 (12), 직업환경의학과 (6), 구강악안면외과 (1)","내과 (25), 신경과 (4), 정신건강의학과 (1), 외과 (7), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (3), 마취통증의학과 (5), 산부인과 (4), 소아청소년과 (2), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (10), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (1), 가정의학과 (4), 응급의학과 (12), 직업환경의학과 (6), 예방치과 (0)"
188,충청남도 홍성의료원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz"",188);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 58명 (의사 : 56, 치과의사 : 2, 한의사 : 0)","내과 (7), 신경과 (1), 정신건강의학과 (2), 외과 (3), 정형외과 (4), 신경외과 (2), 마취통증의학과 (3), 산부인과 (3), 소아청소년과 (3), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (2), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (5), 응급의학과 (9), 직업환경의학과 (1), 통합치의학과 (1)","내과 (7), 신경과 (1), 정신건강의학과 (2), 외과 (3), 정형외과 (4), 신경외과 (2), 성형외과 (0), 마취통증의학과 (3), 산부인과 (3), 소아청소년과 (3), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (2), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (5), 응급의학과 (9), 직업환경의학과 (1), 치주과 (0)"
189,의료법인 박애의료재단 박애병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz"",189);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,"총 인원 : 20명 (의사 : 19, 치과의사 : 1, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (3), 직업환경의학과 (1)","내과 (4), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (0), 소아청소년과 (0), 비뇨의학과 (0), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (3), 직업환경의학과 (1), 구강악안면외과 (0)"
190,의료법인 양진의료재단 평택성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz"",190);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,"총 인원 : 72명 (의사 : 69, 치과의사 : 3, 한의사 : 0)","내과 (19), 신경과 (3), 정신건강의학과 (1), 외과 (4), 정형외과 (4), 신경외과 (3), 마취통증의학과 (3), 산부인과 (3), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (3), 영상의학과 (4), 진단검사의학과 (2), 핵의학과 (1), 응급의학과 (8), 직업환경의학과 (5), 치주과 (1), 통합치의학과 (1)","내과 (19), 신경과 (3), 정신건강의학과 (1), 외과 (4), 정형외과 (4), 신경외과 (3), 마취통증의학과 (3), 산부인과 (3), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (3), 영상의학과 (4), 진단검사의학과 (2), 가정의학과 (0), 응급의학과 (8), 직업환경의학과 (5), 치주과 (1), 예방치과 (0), 통합치의학과 (1)"
191,의료법인 갈렌의료재단 박병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz"",191);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,"총 인원 : 24명 (의사 : 24, 치과의사 : 0, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (2), 정형외과 (2), 신경외과 (4), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (3), 직업환경의학과 (1)","내과 (3), 신경과 (1), 외과 (2), 정형외과 (2), 신경외과 (4), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (0), 가정의학과 (1), 응급의학과 (3), 직업환경의학과 (1)"
192,경기도의료원 이천병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz"",192);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 30명 (의사 : 29, 치과의사 : 1, 한의사 : 0)","내과 (6), 신경과 (1), 외과 (3), 정형외과 (2), 마취통증의학과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (6), 통합치의학과 (1)","내과 (6), 신경과 (1), 외과 (3), 정형외과 (2), 마취통증의학과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (6), 통합치의학과 (1)"
193,오산한국병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz"",193);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 62명 (의사 : 59, 치과의사 : 3, 한의사 : 0)","내과 (10), 신경과 (2), 정신건강의학과 (1), 외과 (4), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (5), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (4), 응급의학과 (3), 직업환경의학과 (3), 치과보철과 (1)","내과 (10), 신경과 (2), 정신건강의학과 (1), 외과 (4), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (5), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (4), 응급의학과 (3), 직업환경의학과 (3), 구강악안면외과 (0), 치과보철과 (1), 치과교정과 (0), 소아치과 (0), 치과보존과 (0)"
194,(의)영문의료재단 다보스병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz"",194);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 39명 (의사 : 38, 치과의사 : 1, 한의사 : 0)","내과 (6), 신경과 (2), 외과 (2), 정형외과 (5), 신경외과 (2), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (1), 가정의학과 (3), 응급의학과 (7), 직업환경의학과 (1)","내과 (6), 신경과 (2), 외과 (2), 정형외과 (5), 신경외과 (2), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 안과 (0), 이비인후과 (1), 피부과 (0), 비뇨의학과 (1), 영상의학과 (4), 병리과 (0), 진단검사의학과 (1), 가정의학과 (3), 응급의학과 (7), 소아치과 (0), 치주과 (0), 구강내과 (0), 예방치과 (0)"
195,명주병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz"",195);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 0명 (의사 : 0, 치과의사 : 0, 한의사 : 0)","내과 (0), 신경과 (0), 외과 (0), 정형외과 (0), 신경외과 (0), 심장혈관흉부외과 (0), 마취통증의학과 (0), 산부인과 (0), 소아청소년과 (0), 이비인후과 (0), 비뇨의학과 (0), 영상의학과 (0), 진단검사의학과 (0), 재활의학과 (0), 가정의학과 (0), 응급의학과 (0), 직업환경의학과 (0), 치과보철과 (0)","간호간병통합서비스 제공기관, HPV 예방접종사업 참여기관, 응급의료기관, 성인 중환자실, 가정용 인공호흡기 환자 재택의료 시범기관, 심장질환자 재택의료 시범기관, 심장질환자 재택의료 시범기관"
196,조은오산병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz"",196);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"총 인원 : 17명 (의사 : 17, 치과의사 : 0, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (3), 영상의학과 (1), 가정의학과 (1), 직업환경의학과 (1)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (3), 성형외과 (0), 마취통증의학과 (0), 산부인과 (0), 소아청소년과 (0), 비뇨의학과 (0), 영상의학과 (1), 진단검사의학과 (0), 가정의학과 (1), 직업환경의학과 (1)"
197,강원특별자치도강릉의료원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz"",197);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,"총 인원 : 18명 (의사 : 17, 치과의사 : 1, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (2), 정형외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (1), 진단검사의학과 (1)","내과 (3), 신경과 (1), 외과 (2), 정형외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (0), 가정의학과 (0), 응급의학과 (0), 통합치의학과 (0)"
198,의산의료재단 강릉고려병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz"",198);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"총 인원 : 13명 (의사 : 13, 치과의사 : 0, 한의사 : 0)","내과 (2), 외과 (1), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 병리과 (1), 가정의학과 (1)","내과 (2), 외과 (1), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 병리과 (1)"
199,의료법인 강릉동인병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz"",199);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,"총 인원 : 37명 (의사 : 36, 치과의사 : 1, 한의사 : 0)","내과 (8), 신경과 (2), 정신건강의학과 (3), 외과 (3), 정형외과 (2), 신경외과 (2), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (4)","내과 (8), 신경과 (2), 정신건강의학과 (3), 외과 (3), 정형외과 (2), 신경외과 (2), 심장혈관흉부외과 (0), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 병리과 (0), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (4), 치과보철과 (0)"
200,당진종합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz"",200);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 34명 (의사 : 34, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (2), 정형외과 (2), 신경외과 (2), 마취통증의학과 (2), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (8), 직업환경의학과 (3)","내과 (4), 신경과 (1), 외과 (2), 정형외과 (2), 신경외과 (2), 성형외과 (0), 마취통증의학과 (2), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (8), 직업환경의학과 (3)"
201,한림대학교동탄성심병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz"",201);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 222명 (의사 : 217, 치과의사 : 5, 한의사 : 0)","내과 (55), 신경과 (10), 정신건강의학과 (4), 외과 (16), 정형외과 (12), 신경외과 (8), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (10), 산부인과 (6), 소아청소년과 (10), 안과 (6), 이비인후과 (6), 피부과 (2), 비뇨의학과 (5), 영상의학과 (16), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (3), 재활의학과 (3), 핵의학과 (1), 가정의학과 (6), 응급의학과 (19), 구강악안면외과 (2), 치과보철과 (1), 치과교정과 (1), 치과보존과 (1)","내과 (55), 신경과 (10), 정신건강의학과 (4), 외과 (16), 정형외과 (12), 신경외과 (8), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (10), 산부인과 (6), 소아청소년과 (10), 안과 (6), 이비인후과 (6), 피부과 (2), 비뇨의학과 (5), 영상의학과 (16), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (3), 재활의학과 (3), 핵의학과 (1), 가정의학과 (6), 응급의학과 (19), 구강악안면외과 (2), 치과보철과 (1), 치과교정과 (1), 치과보존과 (1)"
202,연세대학교 의과대학 용인세브란스병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz"",202);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 229명 (의사 : 223, 치과의사 : 6, 한의사 : 0)","내과 (54), 신경과 (11), 정신건강의학과 (6), 외과 (16), 정형외과 (8), 신경외과 (6), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (15), 산부인과 (9), 소아청소년과 (17), 안과 (6), 이비인후과 (6), 피부과 (2), 비뇨의학과 (3), 영상의학과 (18), 방사선종양학과 (3), 병리과 (5), 진단검사의학과 (5), 재활의학과 (5), 핵의학과 (2), 가정의학과 (7), 응급의학과 (10), 구강악안면외과 (2), 치과보철과 (1), 치과보존과 (1), 통합치의학과 (1)","내과 (54), 신경과 (11), 정신건강의학과 (6), 외과 (16), 정형외과 (8), 신경외과 (6), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (15), 산부인과 (9), 소아청소년과 (17), 안과 (6), 이비인후과 (6), 피부과 (2), 비뇨의학과 (3), 영상의학과 (18), 방사선종양학과 (3), 병리과 (5), 진단검사의학과 (5), 재활의학과 (5), 핵의학과 (2), 가정의학과 (7), 응급의학과 (10), 구강악안면외과 (2), 치과보철과 (1), 치과보존과 (0), 통합치의학과 (1)"
203,의료법인 은혜와감사의료재단 화성중앙종합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz"",203);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,"총 인원 : 16명 (의사 : 16, 치과의사 : 0, 한의사 : 0)","내과 (2), 외과 (1), 정형외과 (2), 신경외과 (2), 마취통증의학과 (2), 소아청소년과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (1), 직업환경의학과 (1)","내과 (2), 외과 (1), 정형외과 (2), 신경외과 (2), 마취통증의학과 (2), 소아청소년과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1)"
